acx1,acy1,acz1,roll1,pitch1,yaw1,acx2,acy2,acz2,roll2,pitch2,yaw2,label
0.9228637651614726,0.5670744807510961,0.195068767705469,-37.868549643747144,91.03533770093969,133.9252178081519,-0.7627761364875094,0.41576439971833734,0.4137084357839922,137.9177327389794,6.158774083944394,12.241553720194162,yaw_left
0.37124169379461724,-0.5577615073197184,0.7728697428258089,35.50992404730886,58.80768600913973,42.86955461978374,0.8605435097988126,0.7517708363892222,-0.39584977448543235,23.96860688924005,64.79085201142081,-173.59427240744208,down
-0.5723886943359244,0.691021190928965,0.2364185350223993,115.52983489650677,131.9595788602632,-108.68448127578132,0.7421510111766181,-0.27681241135155044,0.6026666620233683,83.52190752069754,-112.62853099494693,51.85052679620577,pitch_up
0.9070589391752975,0.20502490523712869,0.15714851399677232,-130.6592419782053,43.17165288553312,127.66231398519221,0.14328996920939074,-0.9683792651462022,0.5626471605413854,58.22033801693962,49.615873123599926,11.970254004916569,yaw_left
-0.33978490566884445,-0.5558255595578849,0.28432696231971133,-33.62281436598397,-10.911709573137074,80.23658081304694,0.23688220411230265,-0.47360944034621855,-0.9877193660459942,-132.63249623047088,39.86211415811846,102.78496502679161,yaw_right
0.8638711114726323,0.9893217422841518,-0.023454701939386924,21.08926007190132,109.81579296711686,19.399685872490664,-0.10505094870302623,-0.6842359991438309,0.8383048834506168,-70.98294888435608,-45.942726423701714,128.29825882724447,down
0.18494215956406213,-0.327563690456095,-0.4350335800729024,-141.2261611304275,-55.84423182378855,29.662515463689942,-0.10207824224666662,0.7701047938556418,0.0876560400115296,173.64680174893942,20.53192908042206,-23.256685663105173,yaw_right
-0.41814489940588206,0.5693589057810051,0.6833498105590419,144.62397090875487,-55.842792535666945,127.29871231949687,-0.8762071999686925,-0.7424659353564642,0.5133820937093885,-97.01360899766284,-98.51338563587385,63.31749084319108,roll_right
-0.3020450882336416,-0.6157455794879005,0.8983161962459789,-110.09161065801939,-52.18994359357333,127.89071908677835,-0.018886104468577747,-0.5495863385545072,-0.22115682023320193,-179.1360345303279,-21.58227432139782,-79.4983094720895,yaw_left
0.8948158705921316,-0.41970101510500735,-0.7193893667202067,-71.69393217092174,39.68177929553991,40.673014190044256,0.5773035973163183,-0.49639236578258106,0.2782305717326554,-93.23728049373042,-155.89393383945713,-61.497440554348245,yaw_left
-0.9676334734825922,0.4957606796616112,-0.4656098809569129,-169.52082723702284,-145.75053232968042,-51.81287872947013,0.13642894897631996,-0.1310507230870923,0.16760751630999948,-126.92002029682959,-156.4032688872914,-153.89783677392128,roll_right
0.6878944992668141,-0.03690846432386374,0.25744447479948485,9.37240744935903,-59.35008148939616,10.858101504330705,-0.40223395836224207,0.47239319743291963,0.09193817421119022,-166.98626319538744,163.63587524206565,174.517012516264,pitch_down
-0.7889769010681187,-0.08419110917298211,0.3764883451032619,167.01325935642944,-144.7071466312638,-29.359214453698996,0.037155287776842405,-0.5981494200048993,0.8364839789585325,96.80766809990331,165.50808890866858,-6.264875955240768,roll_left
-0.40522065006882624,0.2342332089438195,0.06151979099327809,-70.68392399988971,-136.62757360429242,-167.12782100287333,-0.23329216246203788,0.7929058934848545,0.08729063135826287,49.221300090445396,-118.48613356151921,-10.693834377254234,yaw_right
-0.4421726596984872,-0.549258436545282,0.1629853164538433,82.86704008955314,48.45449151934767,-78.71866001060896,0.62300131296152,0.8561548597237509,0.406899474467755,16.755426906706077,63.95417892994246,-3.919473407625304,up
-0.585673385529111,-0.4876317347132584,0.2784163162781568,98.81134182507128,-160.93278937399762,-148.07396224310747,0.2983861602667002,0.13696137064004232,0.6648620587337957,-38.9456603836511,-161.8900503599573,-87.74937860660035,pitch_down
0.10693825773738697,-0.434613664793422,0.12413294536968134,-131.6741753889849,87.73661540385467,-47.783676499888344,0.31841441942509596,-0.6835529802677844,0.7748878565260315,107.73991848706362,80.25932256228816,157.25042632178724,roll_right
0.9881145846654646,-0.8818114415222129,0.221557538037364,157.00610539172783,170.63310071044867,4.427863056349139,-0.4640945922253348,0.34008224359225525,-0.8279470421544513,-119.92740607736116,37.404521320840615,64.61117791136942,yaw_right
0.26724786836398984,-0.7344424881584284,0.07075832945308846,79.21973078681236,-53.46432858463544,140.12068287262616,-0.9615524051748645,-0.9128139366393158,0.7642121594183451,-107.39085800568823,-19.90062299021821,147.81413715197323,yaw_right
-0.6382467385458361,-0.1723422084594599,-0.9675264232287235,-30.083357387194155,-47.443963974562706,-134.7334743123624,0.49675742228093633,0.5455177566043772,0.5223714782784958,111.45915652688308,-23.60765408714738,-5.942251323679983,pitch_up
